Sale Date,Sale Price,sale_reason,sale_instrument,sale_warning,sitetype,addr_full,zip5,ctyname,postalctyn,lon,lat,building_grade,square_feet_total_living,bedrooms,bath_full_count,bath_half_count,bath_3qtr_count,year_built,year_renovated,current_zoning,sq_ft_lot,prop_type,present_use
4/18/13,480000,1,3,,R1,6702 147TH CT NE,98052,REDMOND,REDMOND,-122.1435776,47.66628651,8,1570,3,2,1,0,1980,0,R5,8400,R,2
4/18/13,425000,1,3,,R1,7609 143RD AVE NE,98052,REDMOND,REDMOND,-122.1490383,47.67289918,7,1510,3,1,1,0,1969,0,R5,8050,R,2
4/18/13,313500,1,3,15,R1,10040 163RD AVE NE,98052,REDMOND,REDMOND,-122.1218196,47.69023326,7,1440,3,1,0,1,1967,0,R6,7200,R,2
4/18/13,270000,1,3,,R1,20804 NE 91ST ST,98053,,REDMOND,-122.0621445,47.68278898,6,960,3,1,0,0,1969,0,RA5,10350,R,2
4/19/13,700000,1,5,41,R1,12032 179TH PL NE,98052,REDMOND,REDMOND,-122.1005555,47.70773507,9,3150,4,2,0,1,2006,0,R4,5572,R,2
4/19/13,515000,1,3,,R1,6009 148TH CT NE,98052,REDMOND,REDMOND,-122.142791,47.66094572,8,2240,3,2,0,1,1978,0,R5,10389,R,2
4/19/13,491500,1,3,,R1,4420 232ND AVE NE,98053,,REDMOND,-122.0298618,47.64951254,8,2400,4,1,0,1,1979,0,RA5,36112,R,2
4/19/13,380001,4,18,15 31,R1,14323 NE 84TH CT,98052,REDMOND,REDMOND,-122.1489285,47.6777293,8,1870,3,1,1,1,1987,0,R5,16848,R,2
4/20/13,735000,1,3,,R1,15718 NE 136TH PL,98052,,REDMOND,-122.1302004,47.72320851,9,3230,4,2,1,0,2001,0,RA2.5SO,43020,R,2
4/20/13,520000,1,3,,R1,23725 NE 63RD PL,98053,,REDMOND,-122.0225678,47.66256852,8,2050,3,2,1,0,1979,0,RA5,60984,R,2
4/22/13,797950,1,3,,R1,11688 179TH PL NE,98052,REDMOND,REDMOND,-122.100302,47.7045193,10,3580,5,2,1,1,2004,0,R4,7639,R,2
4/22/13,666000,1,3,,R1,13354 NE 80TH ST,98052,REDMOND,REDMOND,-122.1614387,47.67565389,8,4200,5,1,0,2,1955,1998,R4,16000,R,2
4/22/13,488000,1,3,,R1,9743 159TH PL NE,98052,REDMOND,REDMOND,-122.1277947,47.68753632,8,2420,4,1,1,1,1977,0,R5,9800,R,2
4/22/13,486000,1,3,,R1,10918 161ST AVE NE,98052,REDMOND,REDMOND,-122.1247157,47.69771105,7,1730,4,1,1,1,1980,0,R6,7440,R,2
4/22/13,430000,18,3,52,R1,15810 NE 66TH PL,98052,REDMOND,REDMOND,-122.1297747,47.66485263,8,2190,3,1,0,2,1978,0,R4,6305,R,2
4/22/13,412000,1,3,,R1,27011 NE AMES LAKE RD,98053,,REDMOND,-121.9791068,47.63043941,7,1850,3,2,0,0,1990,0,RA5,53578,R,2
4/22/13,100000,1,3,36,R1,13354 NE 80TH ST,98052,REDMOND,REDMOND,-122.1614387,47.67565389,8,4200,5,1,0,2,1955,1998,R4,16000,R,2
4/23/13,680000,1,3,,R1,17122 NE 126TH PL,98052,,REDMOND,-122.1124906,47.71332164,10,3080,4,2,1,0,1983,0,R8,35116,R,2
4/23/13,635000,1,3,,R1,6060 189TH PL NE,98052,REDMOND,REDMOND,-122.0868097,47.66087929,9,2115,4,2,1,0,2002,0,R12,4257,R,2
4/23/13,490000,1,3,,R1,9706 163RD PL NE,98052,REDMOND,REDMOND,-122.1218976,47.6869194,8,2120,4,2,0,0,1976,0,R5,8400,R,2
4/23/13,472500,1,3,,R1,13407 MAHONIA PL NE,98053,,REDMOND,-122.0202612,47.71869072,8,1860,2,2,0,0,2007,0,URPSO,4757,R,2
4/24/13,1365000,1,3,,R1,5840 245TH PL NE,98053,,REDMOND,-122.0117309,47.65931139,11,5770,5,4,1,0,2000,0,RA5,60548,R,2
4/24/13,900000,1,3,45 49,R1,5703 208TH AVE NE,98053,,REDMOND,-122.0638973,47.6586847,7,1500,3,1,0,1,1943,0,RA5,788436,R,2
4/24/13,900000,1,3,56,A1,16827 NE 122ND ST,98052,REDMOND,REDMOND,-122.1152809,47.70830205,6,1230,2,1,0,1,1991,0,R4,32353,R,2
4/24/13,900000,1,3,56,A1,16827 NE 122ND ST,98052,REDMOND,REDMOND,-122.1152809,47.70830205,7,3740,4,1,0,2,1974,0,R4,32353,R,2
4/24/13,670000,1,3,,R1,8715 236TH AVE NE,98053,,REDMOND,-122.0265249,47.67983867,9,3500,4,2,1,0,2004,0,URPSO,10787,R,2
4/24/13,500000,1,3,,R1,3538 173RD CT NE,98052,REDMOND,REDMOND,-122.1093252,47.64176037,8,1950,4,2,0,1,1979,0,R4,9200,R,2
4/24/13,465000,1,3,,R1,10108 161ST AVE NE,98052,REDMOND,REDMOND,-122.126189,47.69059253,7,1980,3,1,1,1,1977,0,R6,7500,R,2
4/24/13,451000,1,3,,R1,15712 NE 54TH WAY,98052,REDMOND,REDMOND,-122.1294303,47.65662692,7,1790,3,1,1,1,1976,0,R5,8638,R,2
4/24/13,425000,1,3,,R1,7805 140TH PL NE,98052,REDMOND,REDMOND,-122.1526054,47.67408008,7,1400,2,1,1,1,1981,0,R5,2625,R,2
4/24/13,410000,1,3,,R1,23781 NE 134TH ST,98053,,REDMOND,-122.0206027,47.71883245,8,1510,2,1,0,1,2007,0,URPSO,3567,R,29
4/24/13,393860,1,3,,R1,13727 NE 74TH ST,98052,REDMOND,REDMOND,-122.1555374,47.67103175,8,1730,4,1,0,1,1964,0,R6,7700,R,2
4/24/13,258165,4,18,31,R1,23566 NE 111TH ST,98053,,REDMOND,-122.0247838,47.69715476,7,1290,2,1,0,0,2008,0,URPSO,2482,R,2
4/25/13,773000,1,3,,R1,23618 NE 109TH CT,98053,,REDMOND,-122.0239722,47.69511071,9,4100,4,2,0,2,2008,0,URPSO,9414,R,2
4/25/13,705000,1,3,,R1,14220 NE 86TH PL,98052,REDMOND,REDMOND,-122.1496854,47.67995025,9,3080,4,3,1,0,1998,0,R5,11296,R,2
4/25/13,685000,1,3,,R1,7923 152ND AVE NE,98052,REDMOND,REDMOND,-122.1379966,47.67445414,8,2650,4,2,1,0,1996,0,R5,9419,R,2
4/25/13,668000,1,3,,R1,3624 264TH AVE NE,98053,,REDMOND,-121.9856996,47.64183847,10,3180,3,2,1,0,1990,0,RA5,95013,R,2
4/25/13,615000,1,3,,R1,17239 NE 25TH WAY,98052,REDMOND,REDMOND,-122.1097004,47.63237064,8,2300,4,2,0,1,2000,0,R6,3664,R,2
4/25/13,511100,1,3,,R1,12904 176TH PL NE,98052,,REDMOND,-122.1040572,47.71598653,8,1930,3,2,1,0,1987,0,R6,7447,R,2
4/26/13,665000,1,3,,R1,10748 243RD AVE NE,98053,,REDMOND,-122.0144452,47.69432583,8,2420,4,2,0,1,2011,0,URPSO,5871,R,2
4/26/13,635000,1,3,,R1,22540 NE 98TH PL,98053,,REDMOND,-122.0389891,47.68717838,8,2790,4,3,0,0,2000,0,URPSO,8179,R,2
4/26/13,425000,1,3,,R1,16402 NE 104TH ST,98052,REDMOND,REDMOND,-122.120677,47.69309631,8,1800,3,1,1,1,1976,0,R6,7350,R,2
4/26/13,342500,1,3,,R1,9508 167TH AVE NE,98052,REDMOND,REDMOND,-122.1164076,47.68587965,7,1290,3,2,0,0,1967,0,R5,8775,R,2
4/28/13,618411,1,3,,R1,11406 177TH PL NE,98052,REDMOND,REDMOND,-122.1032789,47.70141684,8,2540,4,2,1,0,2013,0,R4,4160,R,2
4/28/13,440000,1,3,,R1,10905 161ST AVE NE,98052,REDMOND,REDMOND,-122.1253179,47.6974216,7,1440,3,2,0,0,1980,0,R6,8208,R,2
4/29/13,500000,1,3,10,R1,10631 AVONDALE RD NE,98052,REDMOND,REDMOND,-122.0935945,47.69529978,7,1490,2,1,0,0,1952,0,R4,145490,R,2
4/29/13,489000,1,3,,R1,4221 W LAKE SAMMAMISH PKWY NE,98052,REDMOND,REDMOND,-122.1098236,47.64836108,9,2970,4,2,1,0,1989,0,R4,10604,R,2
4/29/13,482000,1,3,,R1,18510 NE 20TH PL,98052,REDMOND,REDMOND,-122.0934947,47.6280754,8,1670,4,1,0,1,1968,0,R6,7931,R,2
4/29/13,376400,1,3,,R1,23812 NE 126TH PL,98053,,REDMOND,-122.0223359,47.71121813,8,1300,2,1,0,1,2013,0,URPSO,3120,R,29
4/29/13,375503,1,3,,R2,5912 160TH CT NE,98052,REDMOND,REDMOND,-122.1270132,47.66075399,8,1700,2,2,1,0,1979,0,R4,6000,R,2
4/29/13,295000,1,3,60,R1,16615 NE 92ND ST,98052,REDMOND,REDMOND,-122.1180119,47.68356754,7,1320,4,1,0,1,1967,0,R5,8742,R,2
4/29/13,192000,1,3,,R1,21817 NE 97TH PL,98053,,REDMOND,-122.0484112,47.68619866,9,3960,4,3,1,0,2014,0,RA5,54014,R,2
4/30/13,709990,1,3,,R1,9951 242ND WAY NE,98053,,REDMOND,-122.0177702,47.68640866,9,3355,4,2,0,1,2012,0,URPSO,5250,R,300
4/30/13,664990,1,3,,R1,10621 240TH AVE NE,98053,,REDMOND,-122.0170986,47.69266665,9,3110,4,2,0,1,2012,0,URPSO,8044,R,2
4/30/13,554000,1,3,,R1,13230 174TH AVE NE,98052,,REDMOND,-122.107982,47.71890238,8,2400,4,2,1,0,1987,0,R6,14656,R,2
4/30/13,499950,1,3,,R1,3405 175TH AVE NE,98052,REDMOND,REDMOND,-122.1081379,47.64081554,8,2620,5,1,1,1,1977,0,R4,9000,R,2
4/30/13,485500,1,3,,R1,8505 230TH AVE NE,98053,,REDMOND,-122.0333129,47.67837461,7,2220,4,2,1,0,2004,0,URPSO,4000,R,2
4/30/13,397500,1,3,,R2,16007 NE 59TH WAY,98052,REDMOND,REDMOND,-122.1272501,47.66035926,8,2010,2,1,1,1,1979,0,R4,6157,R,2
5/1/13,1160000,1,3,,R1,22205 NE 66TH PL,98053,,REDMOND,-122.0439663,47.66447034,10,4480,4,2,1,1,1988,0,RA5,36062,R,2
5/1/13,970000,1,3,,R1,15462 NE 107TH WAY,98052,REDMOND,REDMOND,-122.1337155,47.69655465,10,3790,5,4,0,1,2013,0,R4/C,5187,R,2
5/1/13,711286,1,3,,R1,11303 177TH PL NE,98052,REDMOND,REDMOND,-122.1039003,47.70058409,8,3490,6,3,0,1,2012,0,R4,5014,R,2
5/1/13,666000,1,3,,R1,8121 230TH PL NE,98053,,REDMOND,-122.033096,47.67590477,7,3880,6,1,0,3,2004,0,URPSO,6091,R,2
5/1/13,503000,1,3,,R1,8465 137TH PL NE,98052,REDMOND,REDMOND,-122.1570993,47.67864307,7,1380,3,1,1,1,2009,0,R5,3557,R,2
5/1/13,455000,1,3,,R1,12940 177TH PL NE,98052,,REDMOND,-122.1013739,47.71678526,8,1900,4,2,1,0,1986,0,R6,8141,R,2
5/1/13,400000,1,3,,R1,14215 NE 63RD CT,98052,REDMOND,REDMOND,-122.1501832,47.66297005,8,1610,3,1,0,1,1970,0,R6,8250,R,2
5/2/13,1235000,1,3,,R1,16325 NE 135TH ST,98052,,REDMOND,-122.1213874,47.72062663,11,4650,4,2,1,1,1988,0,RA2.5,28770,R,2
5/2/13,773300,4,18,31,R1,24424 NE 27TH PL,98074,SAMMAMISH,REDMOND,-122.0129083,47.63474916,11,4720,5,3,1,1,2005,0,R1,18741,R,2
5/2/13,768000,1,3,40,R1,16119 NE 58TH CT,98052,REDMOND,REDMOND,-122.1251477,47.65910396,10,3080,3,2,1,1,1992,0,R4,9705,R,2
5/2/13,768000,1,3,41,R1,16119 NE 58TH CT,98052,REDMOND,REDMOND,-122.1251477,47.65910396,10,3080,3,2,1,1,1992,0,R4,9705,R,2
5/2/13,654990,1,3,,R1,10734 240TH AVE NE,98053,,REDMOND,-122.0173386,47.69389155,9,2830,4,2,0,1,2013,0,URPSO,5695,R,2
5/2/13,610000,1,3,,R1,23215 NE 123RD ST,98053,,REDMOND,-122.0293524,47.70843301,8,2320,2,2,1,0,2002,0,URPSO,6825,R,2
5/2/13,554515,1,3,,R1,12788 240TH PL NE,98053,,REDMOND,-122.0198551,47.71273348,8,1870,2,1,0,1,2013,0,URPSO,6354,R,2
5/2/13,545408,1,3,,R1,10613 SHERIDAN CRES NE,98053,,REDMOND,-122.0157044,47.69249959,8,2480,4,2,1,0,2012,0,URPSO,3950,R,300
5/2/13,480000,1,3,,R1,6817 156TH PL NE,98052,REDMOND,REDMOND,-122.1323287,47.66621167,8,1900,3,2,1,0,2007,0,R12,2527,R,2
5/2/13,460000,1,3,,R1,7821 172ND PL NE,98052,REDMOND,REDMOND,-122.1106108,47.67357279,8,2270,3,2,1,0,1991,0,R5,7350,R,2
5/2/13,400000,1,3,,R1,2503 174TH AVE NE,98052,REDMOND,REDMOND,-122.1079456,47.63223261,8,2050,2,1,1,1,1979,0,R5,2905,R,29
5/2/13,385000,1,3,,R1,13335 ADAIR CREEK WAY NE,98053,,REDMOND,-122.0214488,47.71817331,8,1900,2,1,1,1,2007,0,URPSO,4039,R,29
5/2/13,366000,1,3,,R1,8609 173RD AVE NE,98052,REDMOND,REDMOND,-122.1058002,47.68047479,7,1070,3,1,1,0,1975,0,R12,8645,R,2
5/2/13,351000,1,3,,R1,2410 175TH AVE NE,98052,REDMOND,REDMOND,-122.1062103,47.63175663,8,1850,3,1,1,1,1968,0,R5,2837,R,29
5/3/13,725000,1,3,40,R1,7221 245TH WAY NE,98053,,REDMOND,-122.0122729,47.66960298,9,3380,4,2,1,0,1997,0,RA5,23880,R,2
5/3/13,655000,1,3,26,R1,6419 225TH AVE NE,98053,,REDMOND,-122.0391799,47.66382668,8,3140,3,1,1,1,1979,0,RA5,119882,R,2
5/3/13,635000,1,3,,R1,18207 NE 99TH WAY,98052,REDMOND,REDMOND,-122.099917,47.68878698,9,3250,4,2,0,1,1989,0,R4,13683,R,2
5/3/13,580500,1,3,,R1,13658 NE 83RD CT,98052,REDMOND,REDMOND,-122.1573925,47.67831289,7,1930,3,2,1,0,2010,0,R5,3514,R,2
5/3/13,570000,1,3,26,R1,4503 159TH AVE NE,98052,REDMOND,REDMOND,-122.1288006,47.64980365,8,2180,3,2,0,1,1978,0,R6,8400,R,2
5/4/13,761000,1,3,40,R1,7432 245TH WAY NE,98053,,REDMOND,-122.0113323,47.67111666,9,3280,4,2,1,0,1996,0,RA5,26418,R,2
5/5/13,544250,1,3,,R1,16820 NE 91ST ST,98052,REDMOND,REDMOND,-122.1149873,47.68271636,8,2660,4,1,1,1,1976,0,R5,17251,R,2
5/6/13,683000,1,3,,R1,17680 NE 121ST CT,98052,REDMOND,REDMOND,-122.1043192,47.70857989,9,3150,4,2,1,0,2005,0,R4,5986,R,2
5/6/13,676000,1,3,,R1,16612 NE 117TH CT,98052,REDMOND,REDMOND,-122.1181461,47.70445441,9,3090,4,2,1,0,2004,0,R4,6761,R,2
5/6/13,590000,1,3,41,R1,22425 NE 101ST ST,98053,,REDMOND,-122.0406811,47.68854173,7,3040,3,2,1,0,2001,0,URPSO,5185,R,2
5/6/13,586488,1,3,,R1,23804 NE 127TH ST,98053,,REDMOND,-122.0216218,47.71202947,8,1670,2,2,0,0,2013,0,URPSO,4680,R,2
5/6/13,567100,1,3,,R1,23041 NE 81ST ST,98053,,REDMOND,-122.0319171,47.67527552,7,3880,4,2,1,1,2005,0,URPSO,6098,R,2
5/6/13,563500,1,3,,R1,2521 248TH PL NE,98074,SAMMAMISH,REDMOND,-122.0081751,47.63210313,8,2550,4,3,0,0,2002,0,R4,7700,R,2
5/6/13,540000,1,3,,R1,15304 NE 108TH PL,98052,REDMOND,REDMOND,-122.134697,47.69810723,8,1930,3,1,0,1,1980,0,R1,17578,R,2
5/6/13,505000,1,3,,R1,3803 E AMES LAKE LN NE,98053,,REDMOND,-121.9544105,47.64237187,6,1270,2,1,0,0,1971,0,RA5,26236,R,2
5/6/13,470600,1,3,,R1,7363 148TH AVE NE,98052,REDMOND,REDMOND,-122.1436254,47.67132724,7,3370,5,2,0,1,1960,0,R5,22215,R,2
5/6/13,469000,1,3,,R1,28201 NE 40TH ST,98053,,REDMOND,-121.962801,47.64371081,7,2280,3,2,0,0,1983,0,RA5,46173,R,2
5/7/13,615836,1,3,,R1,10814 240TH AVE NE,98053,,REDMOND,-122.0180764,47.69453532,8,2650,4,2,1,0,2013,0,URPSO,4644,R,2
5/7/13,458000,1,3,,R1,8316 132ND AVE NE,98052,REDMOND,REDMOND,-122.1635031,47.67772522,8,1990,3,1,0,1,1960,0,R4,14475,R,2
5/7/13,385000,1,3,,R1,16132 NE 109TH ST,98052,REDMOND,REDMOND,-122.1238374,47.69822138,7,1220,3,1,0,0,1980,0,R6,7210,R,2
5/8/13,660000,1,3,,R1,2030 178TH AVE NE,98052,REDMOND,REDMOND,-122.1019867,47.62850354,9,2620,4,2,1,0,1987,0,R3,13500,R,2
5/8/13,631950,1,3,,R1,11325 178TH PL NE,98052,REDMOND,REDMOND,-122.1029598,47.70084767,8,2500,4,3,1,0,2013,0,R4,3140,R,2
5/8/13,592581,1,3,,R1,10818 240TH AVE NE,98053,,REDMOND,-122.0181656,47.69464527,8,2520,4,2,1,0,2013,0,URPSO,4887,R,2
5/8/13,583872,1,3,,R1,10598 EASTRIDGE DR NE,98053,,REDMOND,-122.0165857,47.69231588,8,2520,3,2,1,0,2012,0,URPSO,6066,R,2
5/8/13,559750,1,18,13 18,R1,3517 259TH WAY NE,98053,,REDMOND,-121.9966057,47.63967139,10,4980,4,1,0,2,1996,0,RA5,65919,R,2
5/8/13,325000,1,3,,R1,11061 236TH PL NE,98053,,REDMOND,-122.0248022,47.69642161,7,1460,3,2,0,0,2008,0,URPSO,4827,R,2
5/9/13,1300000,1,22,10,DV,6823 141ST CT NE,98052,REDMOND,REDMOND,-122.1519071,47.66689652,9,3520,4,2,0,2,2015,0,R5,9565,R,2
5/9/13,969000,1,3,,R1,17210 NE 129TH ST,98052,,REDMOND,-122.1098738,47.71613214,12,3970,4,3,1,0,1990,0,R6,35425,R,2
5/9/13,722000,1,3,,R1,16548 NE 118TH WAY,98052,REDMOND,REDMOND,-122.1197745,47.70554406,9,3290,5,3,1,0,2004,0,R4,5600,R,2
5/9/13,699900,1,3,,R1,12224 243RD PL NE,98053,,REDMOND,-122.0149188,47.70739092,8,2300,2,2,1,0,2006,0,URPSO,5580,R,2
5/9/13,633000,1,3,,R1,15116 NE 67TH PL,98052,REDMOND,REDMOND,-122.1384905,47.66620966,8,2500,3,2,1,0,1976,0,R5,9033,R,2
5/9/13,402000,1,3,,R1,7711 211TH AVE NE,98053,,REDMOND,-122.0599208,47.6735775,7,2030,3,2,0,0,1976,0,RA5,21850,R,2
5/10/13,680000,1,3,,R1,12044 179TH PL NE,98052,REDMOND,REDMOND,-122.1005267,47.70830398,9,2990,5,2,0,1,2006,0,R4,5191,R,2
5/10/13,606000,1,3,,R1,10701 242ND PL NE,98053,,REDMOND,-122.015964,47.69362321,8,2380,3,2,1,0,2010,0,URPSO,3752,R,2
5/10/13,509950,1,3,,R1,7815 172ND PL NE,98052,REDMOND,REDMOND,-122.1107616,47.67384694,8,2230,5,2,0,1,1979,0,R5,12502,R,2
5/11/13,551000,1,3,,R1,2209 185TH PL NE,98052,REDMOND,REDMOND,-122.0933785,47.6294023,8,2580,4,1,0,1,1975,0,R3,12150,R,2
5/13/13,929000,1,3,,R1,3331 180TH AVE NE,98052,REDMOND,REDMOND,-122.1010879,47.6399019,10,4020,4,2,0,1,2008,0,R4,9161,R,2
5/13/13,815000,1,3,,R1,7205 152ND AVE NE,98052,REDMOND,REDMOND,-122.1381002,47.66900227,9,3540,4,2,1,0,2001,0,R5,7793,R,2
5/13/13,635000,1,3,,R1,16307 NE 46TH ST,98052,REDMOND,REDMOND,-122.1232232,47.65136579,8,2240,3,1,0,1,1980,0,R4,9660,R,2
5/13/13,541524,1,3,,R1,10618 EASTRIDGE DR NE,98053,,REDMOND,-122.0164948,47.69258303,8,2500,3,2,0,1,2013,0,URPSO,4226,R,2
5/13/13,510000,1,3,,R1,23033 NE 81ST ST,98053,,REDMOND,-122.0321399,47.67527461,7,2120,3,2,1,0,2005,0,URPSO,5070,R,2
5/14/13,673725,1,3,,R1,10838 168TH CT NE,98052,REDMOND,REDMOND,-122.1152012,47.69773393,9,2580,3,2,1,0,1995,0,R4,9001,R,2
5/14/13,672000,1,3,,R1,9150 225TH WAY NE,98053,,REDMOND,-122.0389208,47.68260612,7,4140,5,3,1,0,2003,0,URPSO,15118,R,2
5/14/13,632500,1,3,,R1,17140 NE 126TH PL,98052,,REDMOND,-122.1109848,47.71374025,10,2410,4,2,1,0,1983,0,R8,42397,R,2
5/14/13,596072,1,3,,R1,11318 177TH PL NE,98052,REDMOND,REDMOND,-122.1032863,47.70083592,8,2550,4,3,1,0,2012,0,R4,3350,R,2
5/14/13,566100,1,3,,R1,2800 182ND AVE NE,98052,REDMOND,REDMOND,-122.0976695,47.63489005,8,1780,3,1,0,2,1968,0,R4,11250,R,2
5/14/13,510000,1,3,,R1,17127 NE 131ST PL,98052,,REDMOND,-122.1107204,47.71739272,8,2400,4,1,1,1,1984,0,R6,9788,R,2
5/14/13,490400,1,4,,R1,2218 186TH AVE NE,98052,REDMOND,REDMOND,-122.091353,47.62976745,8,2290,4,2,0,1,1972,0,R3,11165,R,2
5/14/13,440000,1,3,60,R1,3225 180TH AVE NE,98052,REDMOND,REDMOND,-122.1005955,47.63920839,7,1500,3,2,0,1,1967,0,R4,9600,R,2
5/14/13,381000,1,3,,R1,2621 175TH AVE NE,98052,REDMOND,REDMOND,-122.1065565,47.63457374,8,1780,3,2,1,0,1975,0,R5,2240,R,29
5/14/13,226000,1,4,10 35,R1,4224 244TH AVE NE,98053,,REDMOND,-122.0129562,47.64794968,10,5150,4,1,1,2,2015,0,RA5,221720,R,300
5/15/13,940000,1,3,,R1,20416 NE 63RD ST,98053,,REDMOND,-122.0689875,47.66283217,11,4080,4,3,1,0,1994,0,RA5,37772,R,2
5/15/13,725000,1,3,,R1,17317 NE 116TH CT,98052,REDMOND,REDMOND,-122.1079151,47.70435075,9,3360,4,2,1,0,2013,0,R4,6200,R,2
5/15/13,685899,1,3,,R1,12289 170TH CT NE,98052,REDMOND,REDMOND,-122.1124841,47.70978247,8,3300,4,3,1,0,2013,0,R4,5289,R,2
5/15/13,679293,1,3,,R1,12367 164TH CT NE,98052,REDMOND,REDMOND,-122.1211806,47.71063015,8,3350,5,3,1,0,2013,0,R4,4496,R,2
5/15/13,658500,1,3,,R1,10702 240TH AVE NE,98053,,REDMOND,-122.0172612,47.6936131,9,3155,4,2,0,1,2013,0,URPSO,5657,R,2
5/15/13,617000,1,3,,R1,27732 NE 29TH CT,98053,,REDMOND,-121.9688081,47.63426557,8,2570,4,2,1,0,1997,0,RA5,27972,R,2
5/15/13,503000,1,3,,R1,23726 NE 134TH PL,98053,,REDMOND,-122.0219248,47.71935628,8,1670,2,2,0,0,2006,0,URPSO,4500,R,2
5/15/13,480000,1,3,,R1,9218 171ST AVE NE,98052,REDMOND,REDMOND,-122.1118088,47.68443381,7,1650,3,2,1,0,1976,0,R5,8400,R,2
5/15/13,310723,1,3,8 15,R1,12340 164TH CT NE,98052,REDMOND,REDMOND,-122.1205556,47.71024554,8,1710,4,2,0,0,2013,0,R4,2914,R,2
5/16/13,880300,1,3,40,R1,17226 NE 126TH PL,98052,,REDMOND,-122.1098306,47.71408169,11,3360,4,1,1,1,1989,0,R6,35212,R,2
5/16/13,820000,1,3,40,R1,17823 NE 108TH WAY,98052,REDMOND,REDMOND,-122.1021716,47.69628207,10,3340,4,2,1,0,1994,0,R5,11373,R,2
5/16/13,801000,1,3,,R1,11687 179TH PL NE,98052,REDMOND,REDMOND,-122.1008364,47.70452471,10,3210,4,2,1,0,2004,0,R4,7024,R,2
5/16/13,794990,1,3,,R1,24054 NE 100TH ST,98053,,REDMOND,-122.0177455,47.68715334,9,4280,4,2,0,3,2012,0,URPSO,7341,R,2
5/16/13,725000,1,3,,R1,9415 221ST PL NE,98053,,REDMOND,-122.0458443,47.68413745,9,3480,4,2,0,1,2003,0,URPSO,6098,R,2
5/16/13,625500,1,3,,R1,16408 NE 44TH WAY,98052,REDMOND,REDMOND,-122.121378,47.64953013,9,2300,3,1,1,1,1978,0,R4,13987,R,2
5/16/13,570000,1,3,,R1,10311 177TH AVE NE,98052,REDMOND,REDMOND,-122.1045228,47.69244796,8,2210,5,1,0,1,1980,0,R5,8700,R,2
5/16/13,406000,1,3,,R1,16806 NE 89TH ST,98052,REDMOND,REDMOND,-122.1158506,47.68183797,7,1840,4,1,0,2,1969,0,R5,10296,R,2
5/17/13,1290000,1,3,,R1,6711 204TH DR NE,98053,,REDMOND,-122.0691545,47.66640611,11,4240,3,2,1,1,1992,0,RA5,30687,R,2
5/17/13,748000,1,3,,R1,21815 NE 81ST ST,98053,,REDMOND,-122.0486838,47.67547343,10,3480,4,2,1,0,1994,0,RA5,30973,R,2
5/17/13,537000,1,3,8 15,R1,16616 NE 117TH WAY,98052,REDMOND,REDMOND,-122.118514,47.70504154,9,3090,5,3,1,0,2003,0,R4,6000,R,2
5/17/13,490000,1,3,,R1,9198 226TH PL NE,98053,,REDMOND,-122.0376836,47.68285331,7,2220,3,2,1,0,2003,0,URPSO,5594,R,2
5/17/13,405500,1,3,,R1,16102 NE 107TH CT,98052,REDMOND,REDMOND,-122.1244818,47.69672093,7,1440,3,1,0,0,1980,0,R6,6853,R,2
5/18/13,628634,1,3,,R1,11322 177TH PL NE,98052,REDMOND,REDMOND,-122.1031159,47.70084431,8,2500,4,3,1,0,2013,0,R4,3140,R,2
5/20/13,761000,1,3,41,R1,7432 245TH WAY NE,98053,,REDMOND,-122.0113323,47.67111666,9,3280,4,2,1,0,1996,0,RA5,26418,R,2
5/20/13,749990,1,3,,R1,9979 242ND WAY NE,98053,,REDMOND,-122.0178795,47.68652951,9,3520,4,2,0,1,2012,0,URPSO,5288,R,300
5/20/13,740016,1,3,,R1,11571 174TH CT NE,98052,REDMOND,REDMOND,-122.1076229,47.70324452,9,3370,4,2,1,0,2013,0,R4,6418,R,2
5/20/13,570000,1,3,,R1,7886 148TH CT NE,98052,REDMOND,REDMOND,-122.1422458,47.6746285,8,2480,3,2,1,0,2005,0,R5,3754,R,2
5/20/13,564303,1,3,,R1,10626 EASTRIDGE DR NE,98053,,REDMOND,-122.0164587,47.69270123,8,2509,3,2,1,0,2013,0,URPSO,4829,R,2
5/20/13,415000,1,3,,R1,9125 228TH WAY NE,98053,,REDMOND,-122.0360489,47.68206457,7,1650,3,1,1,1,2003,0,URPSO,3060,R,2
5/21/13,1300000,1,22,,R1,26408 NE 70TH ST,98053,,REDMOND,-121.9857418,47.66751229,12,13540,7,1,2,8,1999,0,RA10,307752,R,2
5/21/13,725000,1,3,,R1,10625 240TH AVE NE,98053,,REDMOND,-122.0177101,47.6924755,9,3355,4,2,0,1,2013,0,URPSO,5605,R,2
5/21/13,609875,18,15,13 18,R1,11730 167TH PL NE,98052,REDMOND,REDMOND,-122.1176934,47.70522683,9,3050,4,2,1,0,2002,0,R4,6793,R,2
5/21/13,433000,1,3,,R1,9517 164TH AVE NE,98052,REDMOND,REDMOND,-122.1213313,47.68651128,7,1810,3,1,1,1,1964,0,R5,8560,R,2
5/21/13,258165,1,3,31,R1,23566 NE 111TH ST,98053,,REDMOND,-122.0247838,47.69715476,7,1290,2,1,0,0,2008,0,URPSO,2482,R,2
5/22/13,809200,1,3,,R1,24032 NE 58TH PL,98053,,REDMOND,-122.0171528,47.6581102,7,2430,3,2,0,1,1987,0,RA2.5,59410,R,2
