Sale Date,Sale Price,sale_reason,sale_instrument,sale_warning,sitetype,addr_full,zip5,ctyname,postalctyn,lon,lat,building_grade,square_feet_total_living,bedrooms,bath_full_count,bath_half_count,bath_3qtr_count,year_built,year_renovated,current_zoning,sq_ft_lot,prop_type,present_use
12/8/06,699990,1,3,,R1,11929 179TH PL NE,98052,REDMOND,REDMOND,-122.1008844,47.7072131,9,2980,5,2,0,1,2006,0,R4,5603,R,2
12/8/06,612500,1,3,,R1,19130 NE 65TH WAY,98052,REDMOND,REDMOND,-122.0839699,47.66434545,9,2250,3,2,1,0,2004,0,R12,5530,R,2
12/8/06,537220,1,3,,R1,23023 NE 139TH CT,98053,,REDMOND,-122.0314748,47.72471194,8,1560,2,2,0,0,2007,0,URPSO,6687,R,2
12/8/06,400000,1,3,,R1,13820 NE 72ND PL,98052,REDMOND,REDMOND,-122.1551501,47.66998121,7,1280,3,1,0,1,1966,0,R6,8243,R,2
12/8/06,293504,1,3,54,R1,13441 ADAIR CREEK WAY NE,98053,,REDMOND,-122.022377,47.71875803,8,1300,2,2,0,0,2007,0,URPSO,3504,R,29
12/8/06,74205,18,15,18 51,R1,9103 183RD AVE NE,98052,REDMOND,REDMOND,-122.0961809,47.68329356,7,870,2,1,1,0,1986,0,R6,2879,R,2
12/11/06,1099900,1,3,,R1,24424 NE 27TH PL,98074,SAMMAMISH,REDMOND,-122.0129083,47.63474916,11,4720,5,3,1,1,2005,0,R1,18741,R,2
12/11/06,769990,1,3,,R1,11810 179TH PL NE,98052,REDMOND,REDMOND,-122.1001564,47.70612386,9,2860,5,2,0,1,2006,0,R4,5230,R,2
12/11/06,710000,1,3,,R1,7712 245TH WAY NE,98053,,REDMOND,-122.011896,47.67331309,9,3470,4,2,1,0,1995,0,RA5,46961,R,2
12/11/06,699000,1,3,41,R1,22609 NE 98TH PL,98053,,REDMOND,-122.0383235,47.68672607,8,2780,4,2,0,1,2001,0,URPSO,6207,R,2
12/11/06,587500,1,3,,R1,14104 NE 63RD CT,98052,REDMOND,REDMOND,-122.1518503,47.66376638,8,2360,4,1,1,1,1981,0,R6,8884,R,2
12/11/06,578000,1,3,,R1,5023 158TH AVE NE,98052,REDMOND,REDMOND,-122.1300916,47.65375672,8,2450,4,1,1,1,1977,0,R6,9520,R,2
12/11/06,450000,1,3,,R1,16010 NE 105TH CT,98052,REDMOND,REDMOND,-122.1256086,47.69410814,7,1420,4,1,0,1,1980,0,R6,7210,R,2
12/11/06,448743,1,3,,R1,13446 238TH PL NE,98053,,REDMOND,-122.0209642,47.71963357,8,1510,2,2,0,0,2007,0,URPSO,4188,R,29
12/11/06,380000,1,3,,R1,10416 171ST AVE NE,98052,REDMOND,REDMOND,-122.1112628,47.69352824,7,1200,3,1,0,0,1969,0,R6,9375,R,2
12/12/06,800000,1,3,,R1,17070 NE 115TH WAY,98052,REDMOND,REDMOND,-122.111764,47.70357049,9,3570,4,3,1,0,2001,0,R4,6818,R,2
12/12/06,588000,1,3,,R1,18007 NE 28TH ST,98052,REDMOND,REDMOND,-122.0997108,47.63504146,8,1850,4,1,1,1,1965,0,R3,8346,R,2
12/12/06,585000,1,3,15,R2,17620 NE 88TH PL,98052,REDMOND,REDMOND,-122.1041263,47.68124145,8,3050,6,2,2,0,1980,0,R12,6764,R,3
12/12/06,572000,1,3,,R1,17802 NE 136TH ST,98052,,REDMOND,-122.1020346,47.72211667,8,2080,3,2,1,0,2006,0,R6,8039,R,2
12/12/06,528500,1,3,,R1,23040 NE 127TH WAY,98053,,REDMOND,-122.0318229,47.71318011,8,1680,2,1,0,1,2004,0,URPSO,4500,R,2
12/12/06,512000,1,3,,R1,7407 153RD CT NE,98052,REDMOND,REDMOND,-122.1362177,47.67067732,7,2070,4,1,0,1,1981,0,R5,8769,R,2
12/12/06,510804,1,3,,R1,13771 MORGAN DR NE,98053,,REDMOND,-122.0313911,47.72271842,8,1640,2,1,0,1,2007,0,URPSO,4396,R,29
12/13/06,1168000,1,3,,R1,16408 NE 132ND ST,98052,,REDMOND,-122.1207096,47.71853943,10,3530,4,2,1,0,1985,2006,RA2.5,35000,R,2
12/13/06,789900,1,3,,R1,6794 195TH PL NE,98052,REDMOND,REDMOND,-122.0800457,47.66570417,9,3310,4,2,1,0,2005,0,R12,5288,R,2
12/13/06,650000,1,3,,R1,13327 168TH AVE NE,98052,,REDMOND,-122.1162945,47.71992466,10,2780,3,1,1,1,1984,0,RA2.5,35000,R,2
12/13/06,623995,1,3,,R1,23634 NE 135TH WAY,98053,,REDMOND,-122.0232392,47.72028593,8,2310,2,2,1,0,2006,0,URPSO,5580,R,2
12/14/06,795990,1,3,,R1,12028 179TH PL NE,98052,REDMOND,REDMOND,-122.1005444,47.70757839,9,3220,5,2,0,1,2006,0,R4,5934,R,2
12/14/06,729990,1,3,,R1,11815 179TH PL NE,98052,REDMOND,REDMOND,-122.1006589,47.70634883,9,2880,4,2,0,1,2006,0,R4,5821,R,2
12/14/06,624900,1,3,,R1,12367 243RD TER NE,98053,,REDMOND,-122.0158432,47.70878219,8,2165,2,2,1,0,2006,0,URPSO,6677,R,2
12/14/06,455000,1,3,,R1,28342 NE 41ST PL,98053,,REDMOND,-121.9608015,47.64577902,8,2190,5,1,1,1,1980,0,RA5,49312,R,2
12/14/06,279900,1,3,26,R1,7223 234TH AVE NE,98053,,REDMOND,-122.0273664,47.66964716,5,1140,2,1,0,0,1968,0,RA5,14400,R,2
12/14/06,279556,1,3,54,R1,13738 231ST LN NE,98053,,REDMOND,-122.0294822,47.72220851,8,1640,2,2,0,0,2007,0,URPSO,3657,R,29
12/15/06,675000,1,3,,R1,2527 183RD AVE NE,98052,REDMOND,REDMOND,-122.0973645,47.6330042,8,1990,3,1,0,1,1966,0,R3,8000,R,2
12/16/06,521918,1,3,,R1,13777 MORGAN DR NE,98053,,REDMOND,-122.0315688,47.72278668,8,1900,2,2,1,0,2007,0,URPSO,4923,R,29
12/16/06,293504,1,3,54,R1,13744 231ST LN NE,98053,,REDMOND,-122.0294528,47.72232976,8,1300,2,2,0,0,2007,0,URPSO,3073,R,29
12/19/06,673000,1,3,,R1,9923 183RD CT NE,98052,REDMOND,REDMOND,-122.0990004,47.68968727,9,2740,2,2,1,0,1989,0,R4,12696,R,2
12/19/06,560000,1,3,,R1,7830 172ND PL NE,98052,REDMOND,REDMOND,-122.1100156,47.67391665,7,3160,4,1,1,0,1968,0,R5,25200,R,2
12/19/06,450000,1,3,,R1,13727 231ST LN NE,98053,,REDMOND,-122.0299522,47.72206402,8,1440,3,2,0,0,2006,0,URPSO,3900,R,29
12/20/06,1085000,1,3,,R1,3122 W AMES LAKE DR NE,98053,,REDMOND,-121.9623222,47.63549572,4,340,0,0,0,1,1954,0,RA5,29933,R,2
12/20/06,1085000,1,3,,R1,3122 W AMES LAKE DR NE,98053,,REDMOND,-121.9623222,47.63549572,9,3120,3,3,1,0,1995,0,RA5,29933,R,2
12/20/06,768990,1,3,,R1,11811 179TH PL NE,98052,REDMOND,REDMOND,-122.1006994,47.70619849,9,3280,5,2,0,1,2006,0,R4,6230,R,2
12/20/06,705000,1,3,,R1,11743 173RD PL NE,98052,REDMOND,REDMOND,-122.1087242,47.70524527,9,3520,4,2,1,0,2006,0,R4,4800,R,2
12/20/06,585000,1,3,,R1,17317 NE 23RD CT,98052,REDMOND,REDMOND,-122.1087029,47.63052754,8,2260,4,1,1,1,1978,0,R3,12354,R,2
12/20/06,580000,1,3,,R1,3326 173RD PL NE,98052,REDMOND,REDMOND,-122.1092834,47.63999249,8,2190,4,1,0,1,1977,0,R4,12359,R,2
12/20/06,540858,1,3,,R1,23530 NE TWINBERRY WAY,98053,,REDMOND,-122.0251385,47.71956092,8,1810,2,2,1,0,2007,0,URPSO,6913,R,2
12/20/06,529000,1,3,,R1,6128 149TH CT NE,98052,REDMOND,REDMOND,-122.1420997,47.66315405,8,2140,4,1,0,2,1978,0,R5,8282,R,2
12/20/06,438000,1,3,,R1,16104 NE 57TH ST,98052,REDMOND,REDMOND,-122.1252794,47.65875971,7,1370,3,1,1,0,1967,0,R4,9440,R,2
12/21/06,895950,1,3,,R1,16753 NE 120TH ST,98052,REDMOND,REDMOND,-122.1166107,47.70689101,10,3120,4,3,1,0,2006,0,R4,4950,R,2
12/21/06,634950,1,3,,R1,11840 173RD PL NE,98052,REDMOND,REDMOND,-122.1082656,47.70615153,8,2370,3,2,1,0,2005,0,R4,3840,R,2
12/21/06,630000,1,3,,R1,26018 NE 27TH DR,98053,,REDMOND,-121.9911894,47.63239447,9,3060,4,3,1,0,1997,0,RA5,43995,R,2
12/21/06,542365,1,3,,R1,23115 NE DEVON WAY,98053,,REDMOND,-122.0303508,47.72291156,8,1560,2,2,0,0,2007,0,URPSO,5652,R,2
12/21/06,475000,1,3,,R1,13745 231ST LN NE,98053,,REDMOND,-122.0299695,47.72241428,8,1560,2,2,0,0,2006,0,URPSO,4500,R,2
12/21/06,465000,1,3,,R1,15706 NE 113TH CT,98052,REDMOND,REDMOND,-122.1299912,47.70198966,8,1620,3,1,1,1,1983,0,R4,12448,R,2
12/21/06,462500,1,3,,R1,15730 NE 113TH CT,98052,REDMOND,REDMOND,-122.1288689,47.70195887,8,1750,3,1,1,1,1984,0,R4,12200,R,2
12/21/06,422500,1,3,,R1,9177 229TH PL NE,98053,,REDMOND,-122.0349933,47.6823989,7,1440,3,2,1,0,2003,0,URPSO,3060,R,2
12/22/06,697000,1,3,,R1,12044 179TH PL NE,98052,REDMOND,REDMOND,-122.1005267,47.70830398,9,2990,5,2,0,1,2006,0,R4,5191,R,2
12/22/06,676530,1,3,,R1,23646 NE 135TH WAY,98053,,REDMOND,-122.0226822,47.72027912,8,2170,2,2,1,0,2006,0,URPSO,10054,R,2
12/26/06,669000,1,3,,R1,6128 141ST CT NE,98052,REDMOND,REDMOND,-122.15138,47.66193989,9,2730,3,2,1,0,1984,0,R6,9409,R,2
12/26/06,632000,1,3,,R1,13562 ADAIR CREEK WAY NE,98053,,REDMOND,-122.025081,47.72024735,8,2305,2,2,1,0,2007,0,URPSO,7327,R,2
12/26/06,517000,1,3,,R1,2805 182ND AVE NE,98052,REDMOND,REDMOND,-122.0982458,47.63517115,8,1810,3,2,0,0,1968,0,R4,9616,R,2
12/26/06,497222,1,3,,R1,13531 ADAIR CREEK WAY NE,98053,,REDMOND,-122.0243523,47.71961856,8,1510,3,2,0,0,2007,0,URPSO,4692,R,29
12/26/06,470720,1,3,,R1,13440 238TH PL NE,98053,,REDMOND,-122.0208698,47.71958346,8,1510,3,2,0,0,2007,0,URPSO,3763,R,29
12/27/06,1620000,1,3,,R1,22405 NE 54TH ST,98053,,REDMOND,-122.0405381,47.6554218,11,4560,4,3,1,0,2001,0,RA5,218236,R,2
12/27/06,1287500,1,3,,R1,18910 NE 127TH ST,98052,,REDMOND,-122.087729,47.71396849,10,4480,4,2,1,1,2001,0,RA5P,196020,R,2
12/27/06,789990,1,3,,R1,11928 179TH PL NE,98052,REDMOND,REDMOND,-122.1004534,47.70730269,9,3220,4,2,0,1,2007,0,R4,9409,R,2
12/27/06,765000,1,3,,R1,22856 NE 138TH CT,98053,,REDMOND,-122.0331879,47.7239501,9,2695,4,2,0,1,2006,0,URPSO,8714,R,2
12/27/06,688270,1,3,,R1,23766 NE SALAL PL,98053,,REDMOND,-122.0214153,47.72025778,8,2170,2,2,1,0,2007,0,URPSO,5891,R,2
12/27/06,385000,1,3,,R2,13824 NE 87TH ST,98052,REDMOND,REDMOND,-122.154903,47.68059547,7,1370,3,1,1,1,1984,0,R5,4889,R,2
12/28/06,750000,1,3,,R1,17112 NE 115TH WAY,98052,REDMOND,REDMOND,-122.1115158,47.7035555,9,3340,4,2,1,0,2003,0,R4,6976,R,2
12/28/06,699990,1,3,,R1,12038 179TH PL NE,98052,REDMOND,REDMOND,-122.1005594,47.70818042,9,2830,4,2,0,1,2006,0,R4,5210,R,2
12/28/06,615000,1,3,,R1,7615 144TH AVE NE,98052,REDMOND,REDMOND,-122.147902,47.67333376,8,2120,4,1,1,1,1974,0,R5,12295,R,2
12/29/06,280000,1,3,,R1,21112 NE 60TH PL,98053,,REDMOND,-122.0583005,47.66110634,6,1260,3,1,0,1,1972,0,RA5,9900,R,2
12/29/06,250000,1,3,51,R1,6050 212TH AVE NE,98053,,REDMOND,-122.0573405,47.66141599,6,1170,4,1,0,0,1970,0,RA5,9880,R,2
1/2/07,765000,1,3,,R1,16569 NE 119TH WAY,98052,REDMOND,REDMOND,-122.1191889,47.70582873,9,3130,3,2,1,0,2005,0,R4,5760,R,2
1/2/07,500000,1,3,15 26,R1,17031 NE 135TH CT,98052,,REDMOND,-122.1132872,47.72059298,10,2490,4,2,1,0,1984,0,RA2.5,20241,R,2
1/2/07,467000,1,3,,R1,14821 NE 66TH ST,98052,REDMOND,REDMOND,-122.1416459,47.66474936,8,1780,4,1,1,1,1971,0,R5,10260,R,2
1/2/07,375000,1,3,,R2,13914 NE 87TH ST,98052,REDMOND,REDMOND,-122.1541938,47.68033702,7,1370,3,1,1,1,1984,0,R5,3608,R,2
1/3/07,543571,1,3,,R1,13825 231ST LN NE,98053,,REDMOND,-122.0299262,47.723128,8,1870,2,2,0,0,2007,0,URPSO,4580,R,2
1/3/07,430000,1,3,15,R1,18112 NE 105TH CT,98052,REDMOND,REDMOND,-122.0987538,47.69417398,8,1630,3,1,1,1,1984,0,R4,8088,R,2
1/3/07,380000,1,3,,R1,17027 NE 106TH ST,98052,REDMOND,REDMOND,-122.1118059,47.69486184,7,1160,3,1,0,1,1969,0,R6,7600,R,2
1/4/07,740000,1,3,,R1,15938 NE 101ST CT,98052,REDMOND,REDMOND,-122.1282808,47.69076101,9,3900,4,2,1,1,2001,0,R6,7226,R,2
1/4/07,725000,1,3,,R1,11920 179TH PL NE,98052,REDMOND,REDMOND,-122.1002517,47.70700073,9,2980,5,2,1,0,2007,0,R4,5876,R,2
1/4/07,590000,1,2,45,R1,11831 AVONDALE PL NE,98052,,REDMOND,-122.0915217,47.70502149,6,770,2,1,0,0,1920,0,RA2.5P,65600,R,2
1/4/07,515000,1,3,,R1,14135 175TH AVE NE,98052,,REDMOND,-122.1047377,47.72764438,8,2280,3,2,1,0,1985,0,R6,7406,R,2
1/4/07,499950,1,3,15,R1,17601 NE 141ST ST,98052,,REDMOND,-122.1042578,47.72592246,8,2220,3,1,1,1,1986,0,R6,7560,R,2
1/4/07,399900,1,3,,R1,18119 NE 91ST CT,98052,REDMOND,REDMOND,-122.0964775,47.68251792,7,1300,3,2,1,0,1986,0,R6,3963,R,2
1/4/07,307452,1,3,,R1,13434 238TH PL NE,98053,,REDMOND,-122.020775,47.71950976,8,1300,3,2,0,0,2007,0,URPSO,3140,R,29
1/5/07,381400,1,3,,R2,15915 NE 65TH ST,98052,REDMOND,REDMOND,-122.1287675,47.66301916,8,1550,3,2,1,0,1978,0,R4,5564,R,2
1/5/07,285000,1,3,56,R1,11820 204TH AVE NE,98053,,REDMOND,-122.0675074,47.7047562,11,4610,4,4,1,0,2007,0,RA5,106722,R,2
1/7/07,690000,1,3,41,R1,7731 234TH PL NE,98053,,REDMOND,-122.0268164,47.672149,9,2400,3,2,0,0,1992,0,RA5,25411,R,2
1/7/07,690000,1,3,40,R1,7731 234TH PL NE,98053,,REDMOND,-122.0268164,47.672149,9,2400,3,2,0,0,1992,0,RA5,25411,R,2
1/8/07,556243,1,3,,R1,13759 MORGAN DR NE,98053,,REDMOND,-122.0311868,47.72258756,8,1510,3,2,0,0,2007,0,URPSO,4146,R,29
1/8/07,350000,1,3,15,R1,10619 171ST AVE NE,98052,REDMOND,REDMOND,-122.1118189,47.69596387,7,1200,3,1,0,0,1969,0,R6,7360,R,2
1/8/07,345992,1,3,54,R1,13762 231ST LN NE,98053,,REDMOND,-122.0294324,47.7226401,8,1510,2,2,0,0,2007,0,URPSO,3657,R,29
1/8/07,345992,1,3,54,R1,13756 231ST LN NE,98053,,REDMOND,-122.0294388,47.72252218,8,1510,3,2,0,0,2007,0,URPSO,3657,R,29
1/8/07,293504,1,3,54,R1,13750 231ST LN NE,98053,,REDMOND,-122.0294551,47.72242898,8,1900,2,2,1,0,2007,0,URPSO,3073,R,29
1/8/07,279556,1,3,54,R1,13804 231ST LN NE,98053,,REDMOND,-122.0294347,47.72274241,8,1300,3,2,0,0,2007,0,URPSO,3073,R,29
1/9/07,833000,1,3,,R1,12012 174TH CT NE,98052,REDMOND,REDMOND,-122.1075008,47.70830176,9,3560,4,2,0,1,2006,0,R4,8711,R,2
1/9/07,490000,1,3,,R1,22512 NE 93RD PL,98053,,REDMOND,-122.0397918,47.68364496,7,2120,3,2,1,0,2004,0,URPSO,5508,R,2
1/9/07,470000,1,3,,R1,17207 NE 138TH ST,98052,,REDMOND,-122.1096002,47.72362302,8,1710,3,2,1,0,1982,0,R6,8998,R,2
1/9/07,452800,1,3,,R1,25509 NE 100TH ST,98053,,REDMOND,-121.9985916,47.6870096,12,7780,5,3,2,1,2008,0,RA10,266152,R,2
1/10/07,878500,1,3,,R1,17204 NE 115TH CT,98052,REDMOND,REDMOND,-122.1106352,47.70348462,10,3250,4,2,0,1,2006,0,R4,7697,R,2
1/10/07,842950,1,3,,R1,10604 154TH PL NE,98052,REDMOND,REDMOND,-122.1340365,47.69457423,9,3060,4,2,1,0,2006,0,R4/C,6456,R,2
1/10/07,750000,1,3,,R1,16028 NE 99TH ST,98052,REDMOND,REDMOND,-122.1266993,47.68912054,9,3350,4,2,1,1,2006,0,R5,6797,R,2
1/10/07,650000,1,3,,R1,6219 144TH AVE NE,98052,REDMOND,REDMOND,-122.1484157,47.66296954,8,2570,4,1,1,1,1979,0,R5,9660,R,2
1/10/07,649000,1,3,,R1,23713 NE 72ND ST,98053,,REDMOND,-122.0228031,47.66893809,8,2990,4,1,1,1,1980,0,RA5,35532,R,2
1/11/07,552000,1,3,,R1,11324 179TH CT NE,98052,REDMOND,REDMOND,-122.1000556,47.70199694,8,2300,4,2,1,0,2001,0,R4,4026,R,2
1/12/07,935000,1,3,,R1,12917 170TH AVE NE,98052,,REDMOND,-122.1134712,47.71579858,11,3430,4,2,1,0,1989,0,RA2.5,35186,R,2
1/12/07,899904,1,3,,R1,17528 NE 120TH WAY,98052,REDMOND,REDMOND,-122.1060766,47.70807865,9,3530,5,2,1,1,2006,0,R4,6802,R,2
1/12/07,625000,1,3,,R1,8140 231ST PL NE,98053,,REDMOND,-122.0315004,47.67618914,7,3280,4,2,0,1,2005,0,URPSO,6748,R,2
1/13/07,1600000,1,3,,R1,17234 NE 126TH PL,98052,,REDMOND,-122.1091727,47.71400016,12,5400,5,4,1,0,1990,0,R6,35298,R,2
1/16/07,899001,1,3,,R1,15714 NE 117TH ST,98052,REDMOND,REDMOND,-122.1303558,47.7048105,9,4128,5,2,1,1,2004,0,R4,8712,R,2
1/16/07,819016,1,3,,R1,12010 174TH CT NE,98052,REDMOND,REDMOND,-122.107643,47.70809981,9,3110,5,2,1,0,2006,0,R4,6984,R,2
1/16/07,765000,1,3,,R1,25315 NE 108TH ST,98053,,REDMOND,-122.0009865,47.69356114,8,2540,4,1,1,1,1986,0,RA10,304048,R,2
1/17/07,648000,1,3,,R1,3520 172ND AVE NE,98052,REDMOND,REDMOND,-122.1101628,47.64115372,8,3080,3,3,0,0,1951,2001,R4,11696,R,2
1/17/07,365000,1,3,,R1,8401 134TH AVE NE,98052,REDMOND,REDMOND,-122.1616089,47.677974,7,1310,3,1,0,0,1958,0,R4,8925,R,2
1/18/07,949000,1,3,,R1,22421 NE 39TH WAY,98053,,REDMOND,-122.0397333,47.6449725,9,4230,4,3,1,0,1997,0,RA10,21819,R,2
1/18/07,625000,1,3,,R1,18038 NE 116TH ST,98052,,REDMOND,-122.0985138,47.70386225,7,2050,4,1,0,1,1950,0,RA5,52707,R,2
1/19/07,984400,1,3,,R1,17411 NE 129TH ST,98052,,REDMOND,-122.1065058,47.71515888,11,3830,4,2,1,0,1990,0,R6,35169,R,2
1/19/07,620000,1,3,,R1,13008 176TH PL NE,98052,,REDMOND,-122.103969,47.71709189,8,3200,4,1,1,1,1988,0,R6,8612,R,2
1/19/07,450000,1,3,,R1,22363 NE 101ST PL,98053,,REDMOND,-122.0429728,47.68849969,7,1690,3,2,1,0,2002,0,URPSO,3026,R,2
1/22/07,741443,1,3,,R1,13958 MORGAN DR NE,98053,,REDMOND,-122.0328902,47.72589722,8,2305,3,2,1,0,2007,0,URPSO,8182,R,2
1/22/07,713913,1,3,,R1,13927 MORGAN DR NE,98053,,REDMOND,-122.0333031,47.72506796,8,2170,2,2,1,0,2007,0,URPSO,12026,R,2
1/22/07,520000,1,3,,R1,17615 NE 130TH CT,98052,,REDMOND,-122.1033934,47.7167386,8,2530,5,2,1,0,1986,0,R6,9393,R,2
1/22/07,464025,1,3,,R1,23133 NE DEVON WAY,98053,,REDMOND,-122.0303072,47.72334089,8,1560,2,2,0,0,2007,0,URPSO,4724,R,2
1/22/07,430000,1,3,,R1,7807 140TH PL NE,98052,REDMOND,REDMOND,-122.1526787,47.67441631,7,1390,3,1,1,1,1981,0,R5,3150,R,2
1/23/07,580000,1,3,,R1,13009 176TH PL NE,98052,,REDMOND,-122.1046468,47.71717689,8,2770,3,3,1,0,1988,0,R6,12231,R,2
1/23/07,500000,1,3,,R1,9190 226TH PL NE,98053,,REDMOND,-122.0376499,47.68272568,7,2100,4,2,1,0,2003,0,URPSO,4698,R,2
1/23/07,499900,1,3,,R1,12816 231ST PL NE,98053,,REDMOND,-122.0310697,47.71383247,8,1560,2,2,0,0,2004,0,URPSO,5240,R,2
1/24/07,1175000,1,3,,R1,21708 NE 70TH ST,98053,,REDMOND,-122.0504888,47.66831441,10,4260,4,2,1,1,1987,0,RA5,97966,R,2
1/24/07,529500,1,3,,R1,16912 NE 100TH ST,98052,REDMOND,REDMOND,-122.1142262,47.6895008,8,2600,5,1,1,1,1977,0,R6,8835,R,2
1/24/07,457000,1,3,,R1,9214 229TH PL NE,98053,,REDMOND,-122.0348073,47.68274427,7,1650,3,1,1,1,2003,0,URPSO,4193,R,2
1/25/07,872000,1,3,,R1,26121 NE 34TH ST,98053,,REDMOND,-121.9903475,47.63855585,10,3450,3,1,1,1,1990,0,RA5,67110,R,2
1/25/07,782990,1,3,,R1,12036 179TH PL NE,98052,REDMOND,REDMOND,-122.1005746,47.70804865,9,3390,5,2,0,1,2006,0,R4,6163,R,2
1/25/07,552000,1,3,,R1,2530 248TH TER NE,98074,SAMMAMISH,REDMOND,-122.0068769,47.63234919,8,2550,4,3,0,0,2002,0,R4,5729,R,2
1/26/07,834000,1,3,,R1,5920 228TH AVE NE,98053,,REDMOND,-122.0352962,47.66026458,10,3420,4,2,1,0,1989,0,RA5,35000,R,2
1/29/07,120244,18,15,18,R1,20215 NE 50TH ST,98053,,REDMOND,-122.0705633,47.6526225,6,1270,2,1,0,0,1942,0,RA10,433422,R,2
1/30/07,661085,1,3,,R1,13748 MORGAN DR NE,98053,,REDMOND,-122.0304524,47.72262939,8,2320,2,2,1,0,2007,0,URPSO,9311,R,2
1/30/07,399999,1,3,,R1,12041 184TH AVE NE,98052,,REDMOND,-122.0967571,47.7082574,6,1160,2,0,0,2,1963,0,RA5,43717,R,2
1/30/07,375000,1,3,49,R3,6616 247TH AVE NE,98053,,REDMOND,-122.0087016,47.6650488,11,4310,4,3,1,0,2008,0,RA5,240855,R,2
1/31/07,959286,1,3,,R1,16802 NE 117TH ST,98052,REDMOND,REDMOND,-122.1154906,47.70484722,10,3280,4,2,1,1,2006,0,R4,6374,R,2
1/31/07,860000,1,3,,R1,9301 221ST PL NE,98053,,REDMOND,-122.0458594,47.68248757,9,3970,4,2,1,0,2003,0,URPSO,12472,R,2
1/31/07,712780,1,3,,R1,23140 NE DEVON WAY,98053,,REDMOND,-122.0309698,47.72355627,8,2170,2,2,1,0,2007,0,URPSO,9125,R,2
2/1/07,800000,1,3,,R1,15762 NE 120TH WAY,98052,REDMOND,REDMOND,-122.1296049,47.70789862,9,3120,4,2,1,0,2006,0,R4,9647,R,2
2/1/07,697599,1,3,,R1,10446 155TH AVE NE,98052,REDMOND,REDMOND,-122.1325682,47.69335075,9,2630,4,3,1,0,2007,0,R4/C,4992,R,2
2/1/07,510000,1,3,,R1,13230 NE 85TH ST,98052,REDMOND,REDMOND,-122.1625229,47.67911307,8,2120,3,1,0,0,1960,1990,R4,12980,R,2
2/1/07,276450,1,3,56,R1,11926 204TH AVE NE,98053,,REDMOND,-122.0675109,47.70565879,11,5380,4,3,2,0,2007,0,RA5,106722,R,2
2/2/07,850000,1,3,,R1,23012 NE 126TH ST,98053,,REDMOND,-122.0321041,47.71148484,8,2155,2,2,1,0,2004,0,URPSO,5575,R,2
2/2/07,488500,1,3,,R1,18328 NE 103RD CT,98052,REDMOND,REDMOND,-122.0963955,47.69350214,8,1880,3,2,1,0,1983,0,R4,8486,R,2
2/5/07,1181950,1,3,,R1,11732 174TH PL NE,98052,REDMOND,REDMOND,-122.1066152,47.70517047,10,3820,4,3,1,0,2006,0,R4,5977,R,2
2/5/07,700000,1,3,,R1,24117 NE 75TH ST,98053,,REDMOND,-122.0175351,47.67105989,9,3810,3,1,0,2,1979,0,RA5,58806,R,2
2/5/07,665000,8,24,12,R1,18118 NE 125TH ST,98052,,REDMOND,-122.0974575,47.71204915,9,2600,4,2,1,0,1979,0,R1,35616,R,2
2/5/07,620000,1,3,,R1,4325 270TH AVE NE,98053,,REDMOND,-121.9795911,47.64724515,8,2510,4,2,1,0,1992,0,RA5,51274,R,2
2/5/07,553050,1,3,,R1,13765 MORGAN DR NE,98053,,REDMOND,-122.0313513,47.72259289,8,1900,2,2,1,0,2007,0,URPSO,3500,R,29
2/5/07,550000,1,3,,R1,21422 NE 79TH ST,98053,,REDMOND,-122.0539092,47.67454784,8,3500,5,3,0,1,1967,1990,RA5,101494,R,2
2/5/07,512000,1,3,,R1,16110 NE 108TH CT,98052,REDMOND,REDMOND,-122.1244128,47.69744015,7,2270,5,1,0,1,1980,0,R6,7569,R,2
2/6/07,799950,1,3,,R1,16590 NE 120TH ST,98052,REDMOND,REDMOND,-122.1199066,47.70736334,9,2810,4,2,0,1,2006,0,R4,7596,R,2
2/6/07,696000,1,3,,R1,26315 NE 25TH ST,98053,,REDMOND,-121.9869266,47.63044189,9,2670,4,2,1,0,1993,0,RA5,33038,R,2
2/6/07,610000,1,3,,R1,14426 NE 64TH ST,98052,REDMOND,REDMOND,-122.1474958,47.66403151,8,2360,4,1,1,1,1979,0,R5,9620,R,2
2/6/07,524829,1,3,,R1,13742 MORGAN DR NE,98053,,REDMOND,-122.0303517,47.72244748,8,1680,2,2,0,0,2007,0,URPSO,5659,R,2
2/6/07,384000,1,3,,R1,13530 NE 78TH ST,98052,REDMOND,REDMOND,-122.158784,47.67417783,7,1320,3,1,1,0,1971,0,R4,9245,R,2
2/6/07,345992,1,3,54,R1,13810 231ST LN NE,98053,,REDMOND,-122.0294187,47.72284492,8,1900,2,2,1,0,2007,0,URPSO,3073,R,29
2/7/07,575000,1,3,,R1,6523 140TH PL NE,98052,REDMOND,REDMOND,-122.1528356,47.66472172,8,2230,3,1,1,1,1975,0,R6,10026,R,2
2/7/07,494995,1,3,,R1,13323 NE 73RD ST,98052,REDMOND,REDMOND,-122.1617093,47.67000826,7,2470,4,2,1,0,1966,0,R6,7789,R,2
2/7/07,455373,1,3,,R1,13747 MORGAN DR NE,98053,,REDMOND,-122.0309622,47.72241316,8,1300,3,2,0,0,2007,0,URPSO,3609,R,29
2/8/07,723950,1,3,,R1,10448 155TH AVE NE,98052,REDMOND,REDMOND,-122.1325941,47.69354628,9,2630,4,3,1,0,2007,0,R4/C,5180,R,2
