country_name,country_iso2,week,category,weekly_rank,show_title,season_title,cumulative_weeks_in_top_10
Chile,CL,2022-03-13,Films,3,Chernobyl 1986,N/A,2
Chile,CL,2022-03-13,Films,4,The Weekend Away,N/A,2
Chile,CL,2022-03-13,Films,5,Against The Ice,N/A,2
Chile,CL,2022-03-13,Films,6,Spider-Man: Into the Spider-Verse,N/A,3
Chile,CL,2022-03-13,Films,7,The Pirates: The Last Royal Treasure,N/A,2
Chile,CL,2022-03-13,Films,8,Spider-Man 3,N/A,2
Chile,CL,2022-03-13,Films,9,Trauma Center,N/A,1
Chile,CL,2022-03-13,Films,10,Restless,N/A,3
Chile,CL,2022-03-13,TV,1,Café con aroma de mujer,Café con aroma de mujer: Season 1,11
Chile,CL,2022-03-13,TV,2,"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",37
Chile,CL,2022-03-13,TV,3,The Last Kingdom,The Last Kingdom: Season 5,1
Chile,CL,2022-03-13,TV,4,PIECES OF HER,PIECES OF HER: Season 1,2
Chile,CL,2022-03-13,TV,5,Vikings: Valhalla,Vikings: Valhalla: Season 1,3
Chile,CL,2022-03-13,TV,6,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,34
Chile,CL,2022-03-13,TV,7,The Queen of Flow,The Queen of Flow: Season 2,17
Chile,CL,2022-03-13,TV,8,Lies and Deceit,Lies and Deceit: Season 1,1
Chile,CL,2022-03-13,TV,9,All of Us Are Dead,All of Us Are Dead: Season 1,7
Chile,CL,2022-03-13,TV,10,Inventing Anna,Inventing Anna: Limited Series,5
Chile,CL,2022-03-06,Films,1,Chernobyl 1986,N/A,1
Chile,CL,2022-03-06,Films,2,The Weekend Away,N/A,1
Chile,CL,2022-03-06,Films,3,Against The Ice,N/A,1
Chile,CL,2022-03-06,Films,4,Spider-Man: Into the Spider-Verse,N/A,2
Chile,CL,2022-03-06,Films,5,Restless,N/A,2
Chile,CL,2022-03-06,Films,6,The Pirates: The Last Royal Treasure,N/A,1
Chile,CL,2022-03-06,Films,7,Abominable,N/A,3
Chile,CL,2022-03-06,Films,8,Spider-Man 3,N/A,1
Chile,CL,2022-03-06,Films,9,Lost Paradise,N/A,2
Chile,CL,2022-03-06,Films,10,The Secret Life of Pets 2,N/A,6
Chile,CL,2022-03-06,TV,1,Café con aroma de mujer,Café con aroma de mujer: Season 1,10
Chile,CL,2022-03-06,TV,2,Vikings: Valhalla,Vikings: Valhalla: Season 1,2
Chile,CL,2022-03-06,TV,3,"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",36
Chile,CL,2022-03-06,TV,4,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,33
Chile,CL,2022-03-06,TV,5,The Queen of Flow,The Queen of Flow: Season 2,16
Chile,CL,2022-03-06,TV,6,Inventing Anna,Inventing Anna: Limited Series,4
Chile,CL,2022-03-06,TV,7,All of Us Are Dead,All of Us Are Dead: Season 1,6
Chile,CL,2022-03-06,TV,8,PIECES OF HER,PIECES OF HER: Season 1,1
Chile,CL,2022-03-06,TV,9,The Cuphead Show!,The Cuphead Show!: Season 1,2
Chile,CL,2022-03-06,TV,10,My ID is Gangnam Beauty,My ID is Gangnam Beauty: Season 1,1
Chile,CL,2022-02-27,Films,1,Abominable,N/A,2
Chile,CL,2022-02-27,Films,2,Restless,N/A,1
Chile,CL,2022-02-27,Films,3,The Tinder Swindler,N/A,4
Chile,CL,2022-02-27,Films,4,Don't Kill Me,N/A,1
Chile,CL,2022-02-27,Films,5,Texas Chainsaw Massacre,N/A,2
Chile,CL,2022-02-27,Films,6,Lost Paradise,N/A,1
Chile,CL,2022-02-27,Films,7,Parallel Mothers,N/A,2
Chile,CL,2022-02-27,Films,8,Todos queremos a alguien,N/A,1
Chile,CL,2022-02-27,Films,9,"Thirty Something, Single and Fabulous",N/A,1
Chile,CL,2022-02-27,Films,10,Spider-Man: Into the Spider-Verse,N/A,1
Chile,CL,2022-02-27,TV,1,Café con aroma de mujer,Café con aroma de mujer: Season 1,9
Chile,CL,2022-02-27,TV,2,Vikings: Valhalla,Vikings: Valhalla: Season 1,1
Chile,CL,2022-02-27,TV,3,Inventing Anna,Inventing Anna: Limited Series,3
Chile,CL,2022-02-27,TV,4,"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",35
Chile,CL,2022-02-27,TV,5,All of Us Are Dead,All of Us Are Dead: Season 1,5
Chile,CL,2022-02-27,TV,6,The Queen of Flow,The Queen of Flow: Season 2,15
Chile,CL,2022-02-27,TV,7,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,32
Chile,CL,2022-02-27,TV,8,The Cuphead Show!,The Cuphead Show!: Season 1,1
Chile,CL,2022-02-27,TV,9,One of Us Is Lying,One of Us Is Lying: Season 1,1
Chile,CL,2022-02-27,TV,10,The Queen of Flow,The Queen of Flow: Season 1,17
Chile,CL,2022-02-20,Films,1,The Tinder Swindler,N/A,3
Chile,CL,2022-02-20,Films,2,Tall Girl 2,N/A,2
Chile,CL,2022-02-20,Films,3,Abominable,N/A,1
Chile,CL,2022-02-20,Films,4,Texas Chainsaw Massacre,N/A,1
Chile,CL,2022-02-20,Films,5,The Vanishing,N/A,1
Chile,CL,2022-02-20,Films,6,Parallel Mothers,N/A,1
Chile,CL,2022-02-20,Films,7,Love Tactics,N/A,1
Chile,CL,2022-02-20,Films,8,Through My Window,N/A,3
Chile,CL,2022-02-20,Films,9,Fistful of Vengeance,N/A,1
Chile,CL,2022-02-20,Films,10,13 Hours: The Secret Soldiers of Benghazi,N/A,3
Chile,CL,2022-02-20,TV,1,Café con aroma de mujer,Café con aroma de mujer: Season 1,8
Chile,CL,2022-02-20,TV,2,Inventing Anna,Inventing Anna: Limited Series,2
Chile,CL,2022-02-20,TV,3,All of Us Are Dead,All of Us Are Dead: Season 1,4
Chile,CL,2022-02-20,TV,4,"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",34
Chile,CL,2022-02-20,TV,5,The Queen of Flow,The Queen of Flow: Season 2,14
Chile,CL,2022-02-20,TV,6,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,31
Chile,CL,2022-02-20,TV,7,Toy Boy,Toy Boy: Season 2,1
Chile,CL,2022-02-20,TV,8,Dark Desire,Dark Desire: Season 2,3
Chile,CL,2022-02-20,TV,9,Toy Boy,Toy Boy: Season 1,1
Chile,CL,2022-02-20,TV,10,The Queen of Flow,The Queen of Flow: Season 1,16
Chile,CL,2022-02-13,Films,1,The Tinder Swindler,N/A,2
Chile,CL,2022-02-13,Films,2,Through My Window,N/A,2
Chile,CL,2022-02-13,Films,3,Tall Girl 2,N/A,1
Chile,CL,2022-02-13,Films,4,13 Hours: The Secret Soldiers of Benghazi,N/A,2
Chile,CL,2022-02-13,Films,5,Into the Wind,N/A,1
Chile,CL,2022-02-13,Films,6,The Privilege,N/A,1
Chile,CL,2022-02-13,Films,7,Dora and the Lost City of Gold,N/A,1
Chile,CL,2022-02-13,Films,8,Faster,N/A,2
Chile,CL,2022-02-13,Films,9,The Secret Life of Pets 2,N/A,5
Chile,CL,2022-02-13,Films,10,Home Team,N/A,3
Chile,CL,2022-02-13,TV,1,Café con aroma de mujer,Café con aroma de mujer: Season 1,7
Chile,CL,2022-02-13,TV,2,All of Us Are Dead,All of Us Are Dead: Season 1,3
Chile,CL,2022-02-13,TV,3,The Queen of Flow,The Queen of Flow: Season 2,13
Chile,CL,2022-02-13,TV,4,"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",33
Chile,CL,2022-02-13,TV,5,Dark Desire,Dark Desire: Season 2,2
Chile,CL,2022-02-13,TV,6,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,30
Chile,CL,2022-02-13,TV,7,Inventing Anna,Inventing Anna: Limited Series,1
Chile,CL,2022-02-13,TV,8,The Queen of Flow,The Queen of Flow: Season 1,15
Chile,CL,2022-02-13,TV,9,Dark Desire,Dark Desire: Season 1,2
Chile,CL,2022-02-13,TV,10,Sweet Magnolias,Sweet Magnolias: Season 2,1
Chile,CL,2022-02-06,Films,1,Through My Window,N/A,1
Chile,CL,2022-02-06,Films,2,My Best Friend Anne Frank,N/A,1
Chile,CL,2022-02-06,Films,3,The Tinder Swindler,N/A,1
Chile,CL,2022-02-06,Films,4,Home Team,N/A,2
Chile,CL,2022-02-06,Films,5,13 Hours: The Secret Soldiers of Benghazi,N/A,1
Chile,CL,2022-02-06,Films,6,The Secret Life of Pets 2,N/A,4
Chile,CL,2022-02-06,Films,7,Believe Me: The Abduction of Lisa McVey,N/A,1
Chile,CL,2022-02-06,Films,8,Faster,N/A,1
Chile,CL,2022-02-06,Films,9,The Royal Treatment,N/A,3
Chile,CL,2022-02-06,Films,10,RED 2,N/A,1
Chile,CL,2022-02-06,TV,1,Café con aroma de mujer,Café con aroma de mujer: Season 1,6
Chile,CL,2022-02-06,TV,2,All of Us Are Dead,All of Us Are Dead: Season 1,2
Chile,CL,2022-02-06,TV,3,The Queen of Flow,The Queen of Flow: Season 2,12
Chile,CL,2022-02-06,TV,4,"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",32
Chile,CL,2022-02-06,TV,5,Dark Desire,Dark Desire: Season 2,1
Chile,CL,2022-02-06,TV,6,I Am Georgina,I Am Georgina: Season 1,2
Chile,CL,2022-02-06,TV,7,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,29
Chile,CL,2022-02-06,TV,8,Boruto: Naruto Next Generations,Boruto: Naruto Next Generations: Academy Entrance,1
Chile,CL,2022-02-06,TV,9,The Queen of Flow,The Queen of Flow: Season 1,14
Chile,CL,2022-02-06,TV,10,Dark Desire,Dark Desire: Season 1,1
Chile,CL,2022-01-30,Films,1,The Royal Treatment,N/A,2
Chile,CL,2022-01-30,Films,2,The Secret Life of Pets 2,N/A,3
Chile,CL,2022-01-30,Films,3,My Father's Violin,N/A,1
Chile,CL,2022-01-30,Films,4,Home Team,N/A,1
Chile,CL,2022-01-30,Films,5,Munich – The Edge of War,N/A,2
Chile,CL,2022-01-30,Films,6,The Possession of Hannah Grace,N/A,1
Chile,CL,2022-01-30,Films,7,Hotel Transylvania 3: Summer Vacation,N/A,8
Chile,CL,2022-01-30,Films,8,A Perfect Enemy,N/A,1
Chile,CL,2022-01-30,Films,9,Don't Look Up,N/A,6
Chile,CL,2022-01-30,Films,10,Amandla,N/A,1
Chile,CL,2022-01-30,TV,1,Café con aroma de mujer,Café con aroma de mujer: Season 1,5
Chile,CL,2022-01-30,TV,2,All of Us Are Dead,All of Us Are Dead: Season 1,1
Chile,CL,2022-01-30,TV,3,The Queen of Flow,The Queen of Flow: Season 2,11
Chile,CL,2022-01-30,TV,4,"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",31
Chile,CL,2022-01-30,TV,5,I Am Georgina,I Am Georgina: Season 1,1
Chile,CL,2022-01-30,TV,6,El marginal,El marginal: Season 4,2
Chile,CL,2022-01-30,TV,7,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,28
Chile,CL,2022-01-30,TV,8,Riverdale,Riverdale: Season 5,2
Chile,CL,2022-01-30,TV,9,The Queen of Flow,The Queen of Flow: Season 1,13
Chile,CL,2022-01-30,TV,10,El marginal,El marginal: Season 1,2
Chile,CL,2022-01-23,Films,1,The Secret Life of Pets 2,N/A,2
Chile,CL,2022-01-23,Films,2,The Royal Treatment,N/A,1
Chile,CL,2022-01-23,Films,3,Brazen,N/A,2
Chile,CL,2022-01-23,Films,4,Don't Look Up,N/A,5
Chile,CL,2022-01-23,Films,5,Hotel Transylvania 3: Summer Vacation,N/A,7
Chile,CL,2022-01-23,Films,6,The Clovehitch Killer,N/A,2
Chile,CL,2022-01-23,Films,7,The Mustang,N/A,1
Chile,CL,2022-01-23,Films,8,Riverdance: The Animated Adventure,N/A,1
Chile,CL,2022-01-23,Films,9,Munich – The Edge of War,N/A,1
Chile,CL,2022-01-23,Films,10,Photocopier,N/A,1
Chile,CL,2022-01-23,TV,1,Café con aroma de mujer,Café con aroma de mujer: Season 1,4
Chile,CL,2022-01-23,TV,2,The Queen of Flow,The Queen of Flow: Season 2,10
Chile,CL,2022-01-23,TV,3,El marginal,El marginal: Season 4,1
Chile,CL,2022-01-23,TV,4,"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",30
Chile,CL,2022-01-23,TV,5,Archive 81,Archive 81: Season 1,1
Chile,CL,2022-01-23,TV,6,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,27
Chile,CL,2022-01-23,TV,7,The Queen of Flow,The Queen of Flow: Season 1,12
Chile,CL,2022-01-23,TV,8,Riverdale,Riverdale: Season 5,1
Chile,CL,2022-01-23,TV,9,El marginal,El marginal: Season 1,1
Chile,CL,2022-01-23,TV,10,Rebelde Way,Rebelde Way: Temporada 1,6
Chile,CL,2022-01-16,Films,1,Mother/Android,N/A,2
Chile,CL,2022-01-16,Films,2,Brazen,N/A,1
Chile,CL,2022-01-16,Films,3,Don't Look Up,N/A,4
Chile,CL,2022-01-16,Films,4,The Secret Life of Pets 2,N/A,1
Chile,CL,2022-01-16,Films,5,The Clovehitch Killer,N/A,1
Chile,CL,2022-01-16,Films,6,Back to the Outback,N/A,6
Chile,CL,2022-01-16,Films,7,Nymphomaniac: Volume 1,N/A,1
Chile,CL,2022-01-16,Films,8,Hotel Transylvania 3: Summer Vacation,N/A,6
Chile,CL,2022-01-16,Films,9,How I Fell in Love with a Gangster,N/A,1
Chile,CL,2022-01-16,Films,10,Red Notice,N/A,6
Chile,CL,2022-01-16,TV,1,Café con aroma de mujer,Café con aroma de mujer: Season 1,3
Chile,CL,2022-01-16,TV,2,The Queen of Flow,The Queen of Flow: Season 2,9
Chile,CL,2022-01-16,TV,3,"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",29
Chile,CL,2022-01-16,TV,4,Cobra Kai,Cobra Kai: Season 4,3
Chile,CL,2022-01-16,TV,5,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,26
Chile,CL,2022-01-16,TV,6,The Queen of Flow,The Queen of Flow: Season 1,11
Chile,CL,2022-01-16,TV,7,Rebelde,Rebelde: Season 1,2
Chile,CL,2022-01-16,TV,8,Rebelde Way,Rebelde Way: Temporada 1,5
Chile,CL,2022-01-16,TV,9,Emily in Paris,Emily in Paris: Season 2,4
Chile,CL,2022-01-16,TV,10,Stay Close,Stay Close: Limited Series,1
Chile,CL,2022-01-09,Films,1,Don't Look Up,N/A,3
Chile,CL,2022-01-09,Films,2,Mother/Android,N/A,1
Chile,CL,2022-01-09,Films,3,The Lost Daughter,N/A,2
Chile,CL,2022-01-09,Films,4,Back to the Outback,N/A,5
Chile,CL,2022-01-09,Films,5,Backtrace,N/A,1
Chile,CL,2022-01-09,Films,6,Seal Team,N/A,1
Chile,CL,2022-01-09,Films,7,The Wasteland,N/A,1
Chile,CL,2022-01-09,Films,8,Fast & Furious Presents: Hobbs & Shaw,N/A,3
Chile,CL,2022-01-09,Films,9,The Unforgivable,N/A,5
Chile,CL,2022-01-09,Films,10,Spider-Man: Homecoming,N/A,4
Chile,CL,2022-01-09,TV,1,Café con aroma de mujer,Café con aroma de mujer: Season 1,2
Chile,CL,2022-01-09,TV,2,The Queen of Flow,The Queen of Flow: Season 2,8
Chile,CL,2022-01-09,TV,3,Cobra Kai,Cobra Kai: Season 4,2
Chile,CL,2022-01-09,TV,4,"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",28
Chile,CL,2022-01-09,TV,5,The Queen of Flow,The Queen of Flow: Season 1,10
Chile,CL,2022-01-09,TV,6,Emily in Paris,Emily in Paris: Season 2,3
Chile,CL,2022-01-09,TV,7,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,25
Chile,CL,2022-01-09,TV,8,Rebelde,Rebelde: Season 1,1
Chile,CL,2022-01-09,TV,9,One-Punch Man,One-Punch Man: Season 2,1
Chile,CL,2022-01-09,TV,10,The Witcher,The Witcher: Season 2,4
Chile,CL,2022-01-02,Films,1,Don't Look Up,N/A,2
Chile,CL,2022-01-02,Films,2,Vicky and Her Mystery,N/A,2
Chile,CL,2022-01-02,Films,3,Fast & Furious Presents: Hobbs & Shaw,N/A,2
Chile,CL,2022-01-02,Films,4,STAND BY ME Doraemon 2,N/A,1
Chile,CL,2022-01-02,Films,5,The Lost Daughter,N/A,1
Chile,CL,2022-01-02,Films,6,Back to the Outback,N/A,4
Chile,CL,2022-01-02,Films,7,Lulli,N/A,1
Chile,CL,2022-01-02,Films,8,Spider-Man: Homecoming,N/A,3
Chile,CL,2022-01-02,Films,9,The Unforgivable,N/A,4
Chile,CL,2022-01-02,Films,10,Minnal Murali,N/A,1
Chile,CL,2022-01-02,TV,1,The Queen of Flow,The Queen of Flow: Season 2,7
Chile,CL,2022-01-02,TV,2,Cobra Kai,Cobra Kai: Season 4,1
Chile,CL,2022-01-02,TV,3,Café con aroma de mujer,Café con aroma de mujer: Season 1,1
Chile,CL,2022-01-02,TV,4,Emily in Paris,Emily in Paris: Season 2,2
Chile,CL,2022-01-02,TV,5,"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",27
Chile,CL,2022-01-02,TV,6,The Witcher,The Witcher: Season 2,3
Chile,CL,2022-01-02,TV,7,Daughter From Another Mother,Daughter From Another Mother: Season 2,2
Chile,CL,2022-01-02,TV,8,The Queen of Flow,The Queen of Flow: Season 1,9
Chile,CL,2022-01-02,TV,9,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,24
Chile,CL,2022-01-02,TV,10,The Silent Sea,The Silent Sea: Season 1,1
Chile,CL,2021-12-26,Films,1,Don't Look Up,N/A,1
Chile,CL,2021-12-26,Films,2,Fast & Furious Presents: Hobbs & Shaw,N/A,1
Chile,CL,2021-12-26,Films,3,Back to the Outback,N/A,3
Chile,CL,2021-12-26,Films,4,Vicky and Her Mystery,N/A,1
Chile,CL,2021-12-26,Films,5,The Unforgivable,N/A,3
Chile,CL,2021-12-26,Films,6,Spider-Man: Homecoming,N/A,2
Chile,CL,2021-12-26,Films,7,How the Grinch Stole Christmas,N/A,2
Chile,CL,2021-12-26,Films,8,Fracture,N/A,1
Chile,CL,2021-12-26,Films,9,Crawl,N/A,1
Chile,CL,2021-12-26,Films,10,John Wick: Chapter 3 - Parabellum,N/A,3
Chile,CL,2021-12-26,TV,1,The Queen of Flow,The Queen of Flow: Season 2,6
Chile,CL,2021-12-26,TV,2,Emily in Paris,Emily in Paris: Season 2,1
Chile,CL,2021-12-26,TV,3,The Witcher,The Witcher: Season 2,2
Chile,CL,2021-12-26,TV,4,"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",26
Chile,CL,2021-12-26,TV,5,The Queen of Flow,The Queen of Flow: Season 1,8
Chile,CL,2021-12-26,TV,6,The Witcher,The Witcher: Season 1,2
Chile,CL,2021-12-26,TV,7,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,23
Chile,CL,2021-12-26,TV,8,Money Heist,Money Heist: Part 5,8
Chile,CL,2021-12-26,TV,9,Daughter From Another Mother,Daughter From Another Mother: Season 2,1
Chile,CL,2021-12-26,TV,10,The King's Affection,The King's Affection: Limited Series,5
Chile,CL,2021-12-19,Films,1,The Unforgivable,N/A,2
Chile,CL,2021-12-19,Films,2,Back to the Outback,N/A,2
Chile,CL,2021-12-19,Films,3,John Wick: Chapter 3 - Parabellum,N/A,2
Chile,CL,2021-12-19,Films,4,A California Christmas: City Lights,N/A,1
Chile,CL,2021-12-19,Films,5,Anonymously Yours,N/A,2
Chile,CL,2021-12-19,Films,6,How the Grinch Stole Christmas,N/A,1
Chile,CL,2021-12-19,Films,7,Spider-Man: Homecoming,N/A,1
Chile,CL,2021-12-19,Films,8,Project X,N/A,1
Chile,CL,2021-12-19,Films,9,Yes Man,N/A,1
Chile,CL,2021-12-19,Films,10,Ashfall,N/A,1
Chile,CL,2021-12-19,TV,1,The Queen of Flow,The Queen of Flow: Season 2,5
Chile,CL,2021-12-19,TV,2,The Witcher,The Witcher: Season 2,1
Chile,CL,2021-12-19,TV,3,Money Heist,Money Heist: Part 5,7
Chile,CL,2021-12-19,TV,4,"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",25
Chile,CL,2021-12-19,TV,5,The Queen of Flow,The Queen of Flow: Season 1,7
Chile,CL,2021-12-19,TV,6,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,22
Chile,CL,2021-12-19,TV,7,The Witcher,The Witcher: Season 1,1
Chile,CL,2021-12-19,TV,8,The King's Affection,The King's Affection: Limited Series,4
Chile,CL,2021-12-19,TV,9,Titans,Titans: Season 3,2
Chile,CL,2021-12-19,TV,10,Rebelde Way,Rebelde Way: Temporada 1,4
Chile,CL,2021-12-12,Films,1,The Unforgivable,N/A,1
Chile,CL,2021-12-12,Films,2,Spoiled Brats,N/A,3
Chile,CL,2021-12-12,Films,3,The Whole Truth,N/A,2
Chile,CL,2021-12-12,Films,4,Redemption Day,N/A,1
Chile,CL,2021-12-12,Films,5,Back to the Outback,N/A,1
Chile,CL,2021-12-12,Films,6,Anonymously Yours,N/A,1
Chile,CL,2021-12-12,Films,7,John Wick: Chapter 3 - Parabellum,N/A,1
Chile,CL,2021-12-12,Films,8,Red Notice,N/A,5
Chile,CL,2021-12-12,Films,9,Troy,N/A,1
Chile,CL,2021-12-12,Films,10,The Power of the Dog,N/A,2
Chile,CL,2021-12-12,TV,1,The Queen of Flow,The Queen of Flow: Season 2,4
Chile,CL,2021-12-12,TV,2,Money Heist,Money Heist: Part 5,6
Chile,CL,2021-12-12,TV,3,The Queen of Flow,The Queen of Flow: Season 1,6
Chile,CL,2021-12-12,TV,4,"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",24
Chile,CL,2021-12-12,TV,5,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,21
Chile,CL,2021-12-12,TV,6,Hometown Cha-Cha-Cha,Hometown Cha-Cha-Cha: Limited Series,6
Chile,CL,2021-12-12,TV,7,Titans,Titans: Season 3,1
Chile,CL,2021-12-12,TV,8,Lost in Space,Lost in Space: Season 3,2
Chile,CL,2021-12-12,TV,9,The King's Affection,The King's Affection: Limited Series,3
Chile,CL,2021-12-12,TV,10,Rebelde Way,Rebelde Way: Temporada 1,3
Chile,CL,2021-12-05,Films,1,Spoiled Brats,N/A,2
Chile,CL,2021-12-05,Films,2,The Power of the Dog,N/A,1
Chile,CL,2021-12-05,Films,3,Bruised,N/A,2
Chile,CL,2021-12-05,Films,4,A Boy Called Christmas,N/A,2
Chile,CL,2021-12-05,Films,5,The Whole Truth,N/A,1
Chile,CL,2021-12-05,Films,6,Red Notice,N/A,4
Chile,CL,2021-12-05,Films,7,A Castle For Christmas,N/A,2
Chile,CL,2021-12-05,Films,8,The Croods,N/A,3
Chile,CL,2021-12-05,Films,9,The Hangover: Part III,N/A,1
Chile,CL,2021-12-05,Films,10,Green Snake,N/A,1
Chile,CL,2021-12-05,TV,1,The Queen of Flow,The Queen of Flow: Season 2,3
Chile,CL,2021-12-05,TV,2,Money Heist,Money Heist: Part 5,5
Chile,CL,2021-12-05,TV,3,The Queen of Flow,The Queen of Flow: Season 1,5
Chile,CL,2021-12-05,TV,4,"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",23
Chile,CL,2021-12-05,TV,5,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,20
Chile,CL,2021-12-05,TV,6,Hometown Cha-Cha-Cha,Hometown Cha-Cha-Cha: Limited Series,5
Chile,CL,2021-12-05,TV,7,Lost in Space,Lost in Space: Season 3,1
Chile,CL,2021-12-05,TV,8,The King's Affection,The King's Affection: Limited Series,2
Chile,CL,2021-12-05,TV,9,Elves,Elves: Season 1,1
Chile,CL,2021-12-05,TV,10,JoJo's Bizarre Adventure,JoJo's Bizarre Adventure: STONE OCEAN,1
Chile,CL,2021-11-28,Films,1,Bruised,N/A,1
Chile,CL,2021-11-28,Films,2,Red Notice,N/A,3
Chile,CL,2021-11-28,Films,3,The Croods,N/A,2
Chile,CL,2021-11-28,Films,4,Spoiled Brats,N/A,1
Chile,CL,2021-11-28,Films,5,A Boy Called Christmas,N/A,1
Chile,CL,2021-11-28,Films,6,Five Feet Apart,N/A,2
Chile,CL,2021-11-28,Films,7,Extinct,N/A,1
Chile,CL,2021-11-28,Films,8,A Castle For Christmas,N/A,1
Chile,CL,2021-11-28,Films,9,Jack Reacher: Never Go Back,N/A,1
Chile,CL,2021-11-28,Films,10,The Princess Switch 3: Romancing the Star,N/A,2
Chile,CL,2021-11-28,TV,1,The Queen of Flow,The Queen of Flow: Season 2,2
Chile,CL,2021-11-28,TV,2,The Queen of Flow,The Queen of Flow: Season 1,4
Chile,CL,2021-11-28,TV,3,"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",22
Chile,CL,2021-11-28,TV,4,Hellbound,Hellbound: Season 1,2
Chile,CL,2021-11-28,TV,5,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,19
Chile,CL,2021-11-28,TV,6,Hometown Cha-Cha-Cha,Hometown Cha-Cha-Cha: Limited Series,4
Chile,CL,2021-11-28,TV,7,Arcane,Arcane: Season 1,3
Chile,CL,2021-11-28,TV,8,Rebelde Way,Rebelde Way: Temporada 1,2
Chile,CL,2021-11-28,TV,9,The King's Affection,The King's Affection: Limited Series,1
Chile,CL,2021-11-28,TV,10,"Pablo Escobar, el patrón del mal","Pablo Escobar, el patrón del mal: Season 1",11
Chile,CL,2021-11-21,Films,1,Red Notice,N/A,2
Chile,CL,2021-11-21,Films,2,The Croods,N/A,1
Chile,CL,2021-11-21,Films,3,White Boy Rick,N/A,1
Chile,CL,2021-11-21,Films,4,Trolls,N/A,1
Chile,CL,2021-11-21,Films,5,Goosebumps 2: Haunted Halloween,N/A,1
Chile,CL,2021-11-21,Films,6,The Princess Switch 3: Romancing the Star,N/A,1
Chile,CL,2021-11-21,Films,7,Love Hard,N/A,3
Chile,CL,2021-11-21,Films,8,Five Feet Apart,N/A,1
Chile,CL,2021-11-21,Films,9,Central Intelligence,N/A,1
Chile,CL,2021-11-21,Films,10,7 Prisoners,N/A,2
Chile,CL,2021-11-21,TV,1,The Queen of Flow,The Queen of Flow: Season 2,1
Chile,CL,2021-11-21,TV,2,"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",21
Chile,CL,2021-11-21,TV,3,Arcane,Arcane: Season 1,2
Chile,CL,2021-11-21,TV,4,The Queen of Flow,The Queen of Flow: Season 1,3
Chile,CL,2021-11-21,TV,5,Pasión de Gavilanes,Pasión de Gavilanes: Season 1,18
Chile,CL,2021-11-21,TV,6,Hellbound,Hellbound: Season 1,1
Chile,CL,2021-11-21,TV,7,Hometown Cha-Cha-Cha,Hometown Cha-Cha-Cha: Limited Series,3
Chile,CL,2021-11-21,TV,8,Squid Game,Squid Game: Season 1,10
Chile,CL,2021-11-21,TV,9,Rebelde Way,Rebelde Way: Temporada 1,1
Chile,CL,2021-11-21,TV,10,You,You: Season 3,6
Chile,CL,2021-11-14,Films,1,Red Notice,N/A,1
Chile,CL,2021-11-14,Films,2,Love Hard,N/A,2
Chile,CL,2021-11-14,Films,3,Yara,N/A,2
Chile,CL,2021-11-14,Films,4,The Harder They Fall,N/A,2
Chile,CL,2021-11-14,Films,5,Army of Thieves,N/A,3
Chile,CL,2021-11-14,Films,6,211,N/A,1
Chile,CL,2021-11-14,Films,7,Just Go With It,N/A,2
Chile,CL,2021-11-14,Films,8,Father Christmas Is Back,N/A,1
Chile,CL,2021-11-14,Films,9,7 Prisoners,N/A,1
Chile,CL,2021-11-14,Films,10,First Daughter,N/A,1
Chile,CL,2021-11-14,TV,1,"Yo soy Betty, la fea","Yo soy Betty, la fea: Season 1",20
Chile,CL,2021-11-14,TV,2,Arcane,Arcane: Season 1,1
